"pld0044","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2013","Saxony-Anhalt","Single parent ","24","","","","4"
"Rarely","2013","Saxony-Anhalt","Couple + C. LE 16 ","63","0.267229639116289","0.20650579353147","0.327953484701108","4"
"Rarely","2013","Saxony-Anhalt","Couple + C. GT 16 ","23","","","","4"
"Rarely","2013","Saxony-Anhalt","Couple + C. LE and GT 16","11","","","","4"
"Rarely","2013","Thuringia","1-pers.-HH","43","0.324744016346287","0.249300480796043","0.400187551896531","4"
"Rarely","2013","Thuringia","(Married) couple without C. ","80","0.275219278572974","0.227534926804995","0.322903630340954","4"
"Rarely","2013","Thuringia","Single parent ","29","","","","4"
"Rarely","2013","Thuringia","Couple + C. LE 16 ","65","0.28390689266004","0.223496185535463","0.344317599784617","4"
"Rarely","2013","Thuringia","Couple + C. GT 16 ","44","0.326550134541706","0.246550372686678","0.406549896396733","4"
"Rarely","2013","Thuringia","Couple + C. LE and GT 16","22","","","","4"
"Rarely","2013","Schleswig-Holstein","Couple + C. GT 16 ","29","","","","4"
"Rarely","2013","Schleswig-Holstein","Couple + C. LE and GT 16","25","","","","4"
"Rarely","2013","Hamburg","1-pers.-HH","19","","","","4"
"Rarely","2013","Hamburg","(Married) couple without C. ","45","0.438438752894673","0.350027318295395","0.526850187493951","4"
"Rarely","2013","Schleswig-Holstein","1-pers.-HH","42","0.319296467523402","0.240653975698932","0.397938959347872","4"
"Rarely","2013","Schleswig-Holstein","(Married) couple without C. ","71","0.31567133425338","0.257590816837935","0.373751851668824","4"
"Rarely","2013","Schleswig-Holstein","Single parent ","34","0.318748159388732","0.229189185612689","0.408307133164775","4"
"Rarely","2013","Schleswig-Holstein","Couple + C. LE 16 ","103","0.488045590840717","0.425326606265918","0.550764575415515","4"
"Rarely","2013","Hamburg","Single parent ","13","","","","4"
"Rarely","2013","Hamburg","Couple + C. LE 16 ","37","0.360162449301691","0.267455229677429","0.452869668925953","4"
"Rarely","2013","Hamburg","Couple + C. GT 16 ","11","","","","4"
"Rarely","2013","Hamburg","Couple + C. LE and GT 16","6","","","","4"
"Rarely","2013","Lower Saxony","1-pers.-HH","90","0.359298720889713","0.303398888676427","0.415198553102998","4"
"Rarely","2013","Lower Saxony","(Married) couple without C. ","206","0.302070426504352","0.269165782460131","0.334975070548572","4"
"Rarely","2013","Lower Saxony","Single parent ","95","0.347705695976861","0.291004640760105","0.404406751193617","4"
"Rarely","2013","Lower Saxony","Couple + C. LE 16 ","213","0.335174798565231","0.297745050724765","0.372604546405697","4"
"Rarely","2013","Lower Saxony","Couple + C. GT 16 ","82","0.289145265662873","0.235068005244212","0.343222526081534","4"
"Rarely","2013","Lower Saxony","Couple + C. LE and GT 16","70","0.317547358624547","0.257644905168367","0.377449812080727","4"
"Rarely","2013","Bremen","1-pers.-HH","10","","","","4"
"Rarely","2013","Bremen","(Married) couple without C. ","12","","","","4"
"Rarely","2013","Bremen","Single parent ","18","","","","4"
"Rarely","2013","Bremen","Couple + C. LE 16 ","15","","","","4"
"Rarely","2013","Bremen","Couple + C. GT 16 ","4","","","","4"
"Rarely","2013","Bremen","Couple + C. LE and GT 16","","","","","4"
"Rarely","2013","North Rhine-Westphalia","1-pers.-HH","164","0.258980136696189","0.225172377499314","0.292787895893064","4"
"Rarely","2013","North Rhine-Westphalia","(Married) couple without C. ","361","0.237038682505051","0.215157274865621","0.25892009014448","4"
"Rarely","2013","Bavaria","Couple + C. GT 16 ","177","0.358216769533193","0.315188285987743","0.401245253078644","4"
"Rarely","2013","Bavaria","Couple + C. LE and GT 16","131","0.261758104221168","0.219155529250373","0.304360679191964","4"
"Rarely","2013","Berlin","1-pers.-HH","84","0.374208672182424","0.312469076123671","0.435948268241178","4"
"Rarely","2013","Berlin","(Married) couple without C. ","104","0.369472197871099","0.315215382172282","0.423729013569916","4"
"Rarely","2013","Berlin","Single parent ","49","0.419922677676724","0.335406460303886","0.504438895049562","4"
"Rarely","2013","Berlin","Couple + C. LE 16 ","80","0.341565146318243","0.276805023915364","0.406325268721121","4"
"Rarely","2013","Berlin","Couple + C. GT 16 ","28","","","","4"
"Rarely","2013","Berlin","Couple + C. LE and GT 16","12","","","","4"
"Rarely","2013","Brandenburg","1-pers.-HH","44","0.353305667282344","0.277316597784703","0.429294736779984","4"
"Rarely","2013","Brandenburg","(Married) couple without C. ","107","0.298164352193249","0.253222380060009","0.343106324326489","4"
"Rarely","2013","Brandenburg","Single parent ","34","0.308056904242676","0.222167959849005","0.393945848636347","4"
"Rarely","2013","Brandenburg","Couple + C. LE 16 ","70","0.292121682030192","0.232032270337592","0.352211093722792","4"
"Sometimes","2013","Mecklenburg-Western Pomerania","Single parent ","7","","","","3"
"Sometimes","2013","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","17","","","","3"
"Sometimes","2013","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","2","","","","3"
"Sometimes","2013","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","","","3"
"Sometimes","2013","Saxony","(Married) couple without C. ","29","","","","3"
"Sometimes","2013","Saxony","Single parent ","16","","","","3"
"Sometimes","2013","Saxony","Couple + C. LE 16 ","36","0.104217071047205","0.0751685217314404","0.13326562036297","3"
"Sometimes","2013","Brandenburg","Couple + C. GT 16 ","4","","","","3"
"Sometimes","2013","Brandenburg","Couple + C. LE and GT 16","10","","","","3"
"Sometimes","2013","Mecklenburg-Western Pomerania","1-pers.-HH","15","","","","3"
"Sometimes","2013","Mecklenburg-Western Pomerania","(Married) couple without C. ","4","","","","3"
"Sometimes","2013","Saxony","Couple + C. GT 16 ","25","","","","3"
"Sometimes","2013","Saxony","1-pers.-HH","36","0.14686414552886","0.103588005444237","0.190140285613482","3"
"Sometimes","2013","Schleswig-Holstein","1-pers.-HH","22","","","","3"
"Sometimes","2013","Schleswig-Holstein","(Married) couple without C. ","20","","","","3"
"Sometimes","2013","Schleswig-Holstein","Single parent ","26","","","","3"
"Sometimes","2013","Schleswig-Holstein","Couple + C. LE 16 ","26","","","","3"
"Sometimes","2013","Schleswig-Holstein","Couple + C. GT 16 ","11","","","","3"
"Sometimes","2013","Schleswig-Holstein","Couple + C. LE and GT 16","12","","","","3"
"Sometimes","2013","Hamburg","1-pers.-HH","13","","","","3"
"Sometimes","2013","Hamburg","(Married) couple without C. ","13","","","","3"
"Sometimes","2013","Hamburg","Single parent ","10","","","","3"
"Sometimes","2013","Hamburg","Couple + C. LE 16 ","23","","","","3"
"Sometimes","2013","Hamburg","Couple + C. GT 16 ","6","","","","3"
"Sometimes","2013","Hamburg","Couple + C. LE and GT 16","9","","","","3"
"Sometimes","2013","Lower Saxony","1-pers.-HH","35","0.10972965288187","0.0733148611802521","0.146144444583489","3"
"Sometimes","2013","North Rhine-Westphalia","Single parent ","101","0.149457482802778","0.118959207167819","0.179955758437738","3"
"Sometimes","2013","North Rhine-Westphalia","Couple + C. LE 16 ","181","0.106739556273478","0.0904303483806521","0.123048764166304","3"
"Sometimes","2013","North Rhine-Westphalia","Couple + C. GT 16 ","100","0.179518392953307","0.149761569882867","0.209275216023747","3"
"Sometimes","2013","North Rhine-Westphalia","Couple + C. LE and GT 16","86","0.161773887177951","0.125821281500379","0.197726492855523","3"
"Sometimes","2013","Hesse","1-pers.-HH","27","","","","3"
"Sometimes","2013","Hesse","(Married) couple without C. ","47","0.0687158794979558","0.0467824120443566","0.090649346951555","3"
"Sometimes","2013","Hesse","Single parent ","45","0.302338148974955","0.232682102965804","0.371994194984106","3"
"Sometimes","2013","Hesse","Couple + C. LE 16 ","69","0.13454284412023","0.103920249156301","0.16516543908416","3"
"Sometimes","2013","Hesse","Couple + C. GT 16 ","33","0.190526404082394","0.130964470986038","0.250088337178751","3"
"Sometimes","2013","Hesse","Couple + C. LE and GT 16","25","","","","3"
"Sometimes","2013","Rhineland-Palatinate,Saarland","1-pers.-HH","26","","","","3"
"Sometimes","2013","Rhineland-Palatinate,Saarland","(Married) couple without C. ","33","0.0904973504955732","0.0626934097980807","0.118301291193066","3"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Single parent ","30","0.264445701728393","0.194561662205168","0.334329741251618","3"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","37","0.170856890132228","0.130612120198762","0.211101660065694","3"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","27","","","","3"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","18","","","","3"
"Sometimes","2013","Baden-Württemberg","1-pers.-HH","46","0.123100280134697","0.0896228806098143","0.15657767965958","3"
"Sometimes","2013","Baden-Württemberg","(Married) couple without C. ","96","0.0984620025338126","0.0780322355698603","0.118891769497765","3"
"Sometimes","2013","Baden-Württemberg","Single parent ","42","0.201074742901462","0.151881003362432","0.250268482440492","3"
"Sometimes","2013","Baden-Württemberg","Couple + C. LE 16 ","95","0.0871611031388902","0.0681985392953729","0.106123666982407","3"
"Sometimes","2013","Baden-Württemberg","Couple + C. GT 16 ","70","0.19541958173023","0.154229575179447","0.236609588281014","3"
"Sometimes","2013","Baden-Württemberg","Couple + C. LE and GT 16","48","0.109728863493316","0.0747665236076866","0.144691203378945","3"
"Sometimes","2013","Bavaria","1-pers.-HH","86","0.159416224197831","0.128767346737905","0.190065101657757","3"
"Sometimes","2013","Bavaria","(Married) couple without C. ","102","0.0979036631514472","0.0805067892657082","0.115300537037186","3"
"Sometimes","2013","Bavaria","Single parent ","52","0.164755926728549","0.128126746039723","0.201385107417375","3"
"Sometimes","2013","Bavaria","Couple + C. LE 16 ","114","0.102498135968484","0.0837370964641676","0.1212591754728","3"
"Sometimes","2013","Bavaria","Couple + C. GT 16 ","84","0.148094567852074","0.116219276751485","0.179969858952664","3"
"Sometimes","2013","Bavaria","Couple + C. LE and GT 16","74","0.186040480478903","0.148327438317661","0.223753522640145","3"
"Sometimes","2013","Berlin","1-pers.-HH","47","0.192033713426673","0.141778924944775","0.242288501908571","3"
"Sometimes","2013","Berlin","(Married) couple without C. ","41","0.137204206626553","0.0985275413289461","0.175880871924161","3"
"Sometimes","2013","Berlin","Single parent ","29","","","","3"
"Sometimes","2013","Berlin","Couple + C. LE 16 ","38","0.158057676814744","0.108242296686063","0.207873056943426","3"
"Sometimes","2013","Berlin","Couple + C. GT 16 ","5","","","","3"
"Sometimes","2013","Berlin","Couple + C. LE and GT 16","6","","","","3"
"Sometimes","2013","Brandenburg","1-pers.-HH","19","","","","3"
"Sometimes","2013","Brandenburg","(Married) couple without C. ","17","","","","3"
"Sometimes","2013","Brandenburg","Single parent ","15","","","","3"
"Sometimes","2013","Brandenburg","Couple + C. LE 16 ","29","","","","3"
"Sometimes","2013","Saxony","Couple + C. LE and GT 16","15","","","","3"
"Sometimes","2013","Saxony-Anhalt","1-pers.-HH","20","","","","3"
"Sometimes","2013","Saxony-Anhalt","(Married) couple without C. ","9","","","","3"
"Sometimes","2013","Saxony-Anhalt","Single parent ","12","","","","3"
"Sometimes","2013","Saxony-Anhalt","Couple + C. LE 16 ","14","","","","3"
"Sometimes","2013","Saxony-Anhalt","Couple + C. GT 16 ","12","","","","3"
"Sometimes","2013","Saxony-Anhalt","Couple + C. LE and GT 16","10","","","","3"
"Sometimes","2013","Thuringia","1-pers.-HH","13","","","","3"
"Sometimes","2013","Thuringia","(Married) couple without C. ","17","","","","3"
"Sometimes","2013","Thuringia","Single parent ","6","","","","3"
"Sometimes","2013","Thuringia","Couple + C. LE 16 ","13","","","","3"
"Sometimes","2013","Thuringia","Couple + C. GT 16 ","11","","","","3"
"Sometimes","2013","Thuringia","Couple + C. LE and GT 16","6","","","","3"
"Sometimes","2013","Lower Saxony","(Married) couple without C. ","60","0.0791652374942074","0.0598163764994987","0.0985140984889161","3"
"Sometimes","2013","Lower Saxony","Single parent ","42","0.185382972881466","0.139115571438267","0.231650374324665","3"
"Sometimes","2013","Lower Saxony","Couple + C. LE 16 ","65","0.109250438318328","0.0845151550318255","0.13398572160483","3"
"Sometimes","2013","Lower Saxony","Couple + C. GT 16 ","35","0.147236717371211","0.104970973348999","0.189502461393424","3"
"Sometimes","2013","Lower Saxony","Couple + C. LE and GT 16","40","0.121673702286071","0.0796077811715371","0.163739623400605","3"
"Sometimes","2013","Bremen","1-pers.-HH","8","","","","3"
"Sometimes","2013","Bremen","(Married) couple without C. ","3","","","","3"
"Sometimes","2013","Bremen","Couple + C. LE 16 ","11","","","","3"
"Sometimes","2013","Bremen","Couple + C. GT 16 ","5","","","","3"
"Sometimes","2013","North Rhine-Westphalia","(Married) couple without C. ","127","0.100882377169792","0.0853859958889908","0.116378758450593","3"
"Sometimes","2013","Bremen","Single parent ","7","","","","3"
"Sometimes","2013","Bremen","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2013","North Rhine-Westphalia","1-pers.-HH","108","0.161313319422591","0.132927383331519","0.189699255513663","3"
"Very often","2013","North Rhine-Westphalia","Single parent ","4","","","","1"
"Very often","2013","North Rhine-Westphalia","Couple + C. LE 16 ","7","","","","1"
"Very often","2013","North Rhine-Westphalia","Couple + C. GT 16 ","4","","","","1"
"Very often","2013","North Rhine-Westphalia","Couple + C. LE and GT 16","2","","","","1"
"Very often","2013","Hesse","1-pers.-HH","2","","","","1"
"Very often","2013","Hesse","(Married) couple without C. ","1","","","","1"
"Very often","2013","Hesse","Single parent ","3","","","","1"
"Very often","2013","Hesse","Couple + C. LE 16 ","4","","","","1"
"Very often","2013","Hesse","Couple + C. GT 16 ","","","","","1"
"Very often","2013","Hesse","Couple + C. LE and GT 16","3","","","","1"
"Very often","2013","Rhineland-Palatinate,Saarland","1-pers.-HH","1","","","","1"
"Very often","2013","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Very often","2013","Rhineland-Palatinate,Saarland","Single parent ","2","","","","1"
"Very often","2013","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","1","","","","1"
"Very often","2013","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","1","","","","1"
"Very often","2013","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","1","","","","1"
"Very often","2013","Baden-Württemberg","1-pers.-HH","4","","","","1"
"Very often","2013","Baden-Württemberg","(Married) couple without C. ","1","","","","1"
"Very often","2013","Baden-Württemberg","Single parent ","3","","","","1"
"Very often","2013","Baden-Württemberg","Couple + C. LE 16 ","1","","","","1"
"Very often","2013","Baden-Württemberg","Couple + C. GT 16 ","1","","","","1"
"Very often","2013","Baden-Württemberg","Couple + C. LE and GT 16","3","","","","1"
"Very often","2013","Bavaria","1-pers.-HH","","","","","1"
"Very often","2013","Bavaria","(Married) couple without C. ","1","","","","1"
"Very often","2013","Bavaria","Single parent ","4","","","","1"
"Very often","2013","Bavaria","Couple + C. LE 16 ","2","","","","1"
"Very often","2013","Bavaria","Couple + C. GT 16 ","","","","","1"
"Very often","2013","Bavaria","Couple + C. LE and GT 16","3","","","","1"
